region;species;iucn;references;id
denpasar;Chaetodon auriga;LC;MRAP Bali (2011);9
badung;Chaetodon auriga;LC;MRAP Bali (2011);3
karangasem;Chaetodon auriga;LC;MRAP Bali (2011);7
buleleng;Chaetodon auriga;LC;MRAP Bali (2011);8
denpasar;Chaetodon baronessa;LC;MRAP Bali (2011);9
badung;Chaetodon baronessa;LC;MRAP Bali (2011);3
buleleng;Chaetodon baronessa;LC;MRAP Bali (2011);8
jembrana;Chaetodon baronessa;LC;MRAP Bali (2011);1
buleleng;Chaetodon bennetti;LC;MRAP Bali (2011);8
denpasar;Chaetodon citrinellus;LC;MRAP Bali (2011);9
badung;Chaetodon citrinellus;LC;MRAP Bali (2011);3
karangasem;Chaetodon citrinellus;LC;MRAP Bali (2011);7
buleleng;Chaetodon citrinellus;LC;MRAP Bali (2011);8
jembrana;Chaetodon citrinellus;LC;MRAP Bali (2011);1
denpasar;Chaetodon decussatus;LC;MRAP Bali (2011);9
badung;Chaetodon decussatus;LC;MRAP Bali (2011);3
karangasem;Chaetodon decussatus;LC;MRAP Bali (2011);7
jembrana;Chaetodon decussatus;LC;MRAP Bali (2011);1
denpasar;Chaetodon ephippium;LC;MRAP Bali (2011);9
badung;Chaetodon ephippium;LC;MRAP Bali (2011);3
badung;Chaetodon guentheri;LC;MRAP Bali (2011);3
denpasar;Chaetodon guttatissimus;LC;MRAP Bali (2011);9
denpasar;Chaetodon kleinii;LC;MRAP Bali (2011);9
badung;Chaetodon kleinii;LC;MRAP Bali (2011);3
karangasem;Chaetodon kleinii;LC;MRAP Bali (2011);7
buleleng;Chaetodon kleinii;LC;MRAP Bali (2011);8
jembrana;Chaetodon kleinii;LC;MRAP Bali (2011);1
badung;Chaetodon lineolatus;LC;MRAP Bali (2011);3
denpasar;Chaetodon lunula;LC;MRAP Bali (2011);9
badung;Chaetodon lunula;LC;MRAP Bali (2011);3
denpasar;Chaetodon lunulatus;LC;MRAP Bali (2011);9
badung;Chaetodon lunulatus;LC;MRAP Bali (2011);3
karangasem;Chaetodon lunulatus;LC;MRAP Bali (2011);7
buleleng;Chaetodon lunulatus;LC;MRAP Bali (2011);8
jembrana;Chaetodon lunulatus;LC;MRAP Bali (2011);1
denpasar;Chaetodon melannotus;LC;MRAP Bali (2011);9
badung;Chaetodon melannotus;LC;MRAP Bali (2011);3
karangasem;Chaetodon melannotus;LC;MRAP Bali (2011);7
buleleng;Chaetodon melannotus;LC;MRAP Bali (2011);8
denpasar;Chaetodon meyeri;LC;MRAP Bali (2011);9
badung;Chaetodon meyeri;LC;MRAP Bali (2011);3
buleleng;Chaetodon ocellicaudus;LC;MRAP Bali (2011);8
jembrana;Chaetodon ocellicaudus;LC;MRAP Bali (2011);1
jembrana;Chaetodon octofasciatus;LC;MRAP Bali (2011);1
denpasar;Chaetodon ornatissimus;LC;MRAP Bali (2011);9
badung;Chaetodon oxycephalus;LC;MRAP Bali (2011);3
buleleng;Chaetodon oxycephalus;LC;MRAP Bali (2011);8
badung;Chaetodon punctatofasciatus;LC;MRAP Bali (2011);3
badung;Chaetodon rafflesi;LC;MRAP Bali (2011);3
buleleng;Chaetodon rafflesi;LC;MRAP Bali (2011);8
jembrana;Chaetodon rafflesi;LC;MRAP Bali (2011);1
badung;Chaetodon reticulatus;LC;MRAP Bali (2011);3
denpasar;Chaetodon selene;LC;MRAP Bali (2011);9
badung;Chaetodon selene;LC;MRAP Bali (2011);3
jembrana;Chaetodon selene;LC;MRAP Bali (2011);1
denpasar;Chaetodon speculum;LC;MRAP Bali (2011);9
badung;Chaetodon speculum;LC;MRAP Bali (2011);3
buleleng;Chaetodon speculum;LC;MRAP Bali (2011);8
denpasar;Chaetodon trifascialis;LC;MRAP Bali (2011);9
badung;Chaetodon trifascialis;LC;MRAP Bali (2011);3
karangasem;Chaetodon trifascialis;LC;MRAP Bali (2011);7
buleleng;Chaetodon trifascialis;LC;MRAP Bali (2011);8
badung;Chaetodon trifasciatus;LC;MRAP Bali (2011);3
denpasar;Chaetodon unimaculatus;LC;MRAP Bali (2011);9
badung;Chaetodon unimaculatus;LC;MRAP Bali (2011);3
karangasem;Chaetodon unimaculatus;LC;MRAP Bali (2011);7
jembrana;Chaetodon unimaculatus;LC;MRAP Bali (2011);1
denpasar;Chaetodon vagabundus;LC;MRAP Bali (2011);9
badung;Chaetodon vagabundus;LC;MRAP Bali (2011);3
karangasem;Chaetodon vagabundus;LC;MRAP Bali (2011);7
buleleng;Chaetodon vagabundus;LC;MRAP Bali (2011);8
jembrana;Chaetodon vagabundus;LC;MRAP Bali (2011);1
badung;Chaetodon xanthurus;LC;MRAP Bali (2011);3
denpasar;Coradion chrysozonus;LC;MRAP Bali (2011);9
badung;Coradion chrysozonus;LC;MRAP Bali (2011);3
buleleng;Coradion chrysozonus;LC;MRAP Bali (2011);8
jembrana;Coradion chrysozonus;LC;MRAP Bali (2011);1
badung;Coradion melanopus;LC;MRAP Bali (2011);3
badung;Forcipiger flavissimus;LC;MRAP Bali (2011);3
buleleng;Forcipiger flavissimus;LC;MRAP Bali (2011);8
badung;Forcipiger longirostris;LC;MRAP Bali (2011);3
buleleng;Forcipiger longirostris;LC;MRAP Bali (2011);8
badung;Hemitaurichthys polylepis;LC;MRAP Bali (2011);3
buleleng;Hemitaurichthys polylepis;LC;MRAP Bali (2011);8
badung;Heniochus acuminatus;LC;MRAP Bali (2011);3
buleleng;Heniochus acuminatus;LC;MRAP Bali (2011);8
badung;Heniochus chrysostomus;LC;MRAP Bali (2011);3
buleleng;Heniochus chrysostomus;LC;MRAP Bali (2011);8
jembrana;Heniochus chrysostomus;LC;MRAP Bali (2011);1
badung;Heniochus diphreutes;LC;MRAP Bali (2011);3
buleleng;Heniochus diphreutes;LC;MRAP Bali (2011);8
denpasar;Heniochus monoceros;LC;MRAP Bali (2011);9
denpasar;Heniochus singularius;LC;MRAP Bali (2011);9
badung;Heniochus singularius;LC;MRAP Bali (2011);3
buleleng;Heniochus singularius;LC;MRAP Bali (2011);8
jembrana;Heniochus singularius;LC;MRAP Bali (2011);1
denpasar;Heniochus varius;LC;MRAP Bali (2011);9
badung;Heniochus varius;LC;MRAP Bali (2011);3
buleleng;Heniochus varius;LC;MRAP Bali (2011);8
jembrana;Heniochus varius;LC;MRAP Bali (2011);1
badung;Apolemichthys trimaculatus;LC;MRAP Bali (2011);3
buleleng;Apolemichthys trimaculatus;LC;MRAP Bali (2011);8
denpasar;Centropyge bicolor;LC;MRAP Bali (2011);9
badung;Centropyge bicolor;LC;MRAP Bali (2011);3
buleleng;Centropyge bicolor;LC;MRAP Bali (2011);8
jembrana;Centropyge bicolor;LC;MRAP Bali (2011);1
badung;Centropyge bispinosa;LC;MRAP Bali (2011);3
denpasar;Centropyge eibli;LC;MRAP Bali (2011);9
badung;Centropyge eibli;LC;MRAP Bali (2011);3
karangasem;Centropyge eibli;LC;MRAP Bali (2011);7
buleleng;Centropyge eibli;LC;MRAP Bali (2011);8
badung;Centropyge flavicauda;LC;MRAP Bali (2011);3
badung;Centropyge nox;LC;MRAP Bali (2011);3
buleleng;Centropyge nox;LC;MRAP Bali (2011);8
denpasar;Centropyge tibicen;LC;MRAP Bali (2011);9
badung;Centropyge tibicen;LC;MRAP Bali (2011);3
buleleng;Centropyge tibicen;LC;MRAP Bali (2011);8
jembrana;Centropyge tibicen;LC;MRAP Bali (2011);1
denpasar;Centropyge vroliki;LC;MRAP Bali (2011);9
badung;Centropyge vroliki;LC;MRAP Bali (2011);3
karangasem;Centropyge vroliki;LC;MRAP Bali (2011);7
buleleng;Centropyge vroliki;LC;MRAP Bali (2011);8
jembrana;Centropyge vroliki;LC;MRAP Bali (2011);1
badung;Chaetodontoplus melanosoma;LC;MRAP Bali (2011);3
jembrana;Chaetodontoplus mesoleucus;LC;MRAP Bali (2011);1
badung;Genicanthus lamarck;LC;MRAP Bali (2011);3
buleleng;Genicanthus lamarck;LC;MRAP Bali (2011);8
badung;Genicanthus melanospilos;LC;MRAP Bali (2011);3
buleleng;Genicanthus melanospilos;LC;MRAP Bali (2011);8
badung;Paracentropyge multifasciata;LC;MRAP Bali (2011);3
badung;Pomacanthus imperator;LC;MRAP Bali (2011);3
buleleng;Pomacanthus imperator;LC;MRAP Bali (2011);8
jembrana;Pomacanthus imperator;LC;MRAP Bali (2011);1
buleleng;Pomacanthus navarchus;LC;MRAP Bali (2011);8
denpasar;Pomacanthus semicirculatus;LC;MRAP Bali (2011);9
badung;Pomacanthus semicirculatus;LC;MRAP Bali (2011);3
buleleng;Pomacanthus semicirculatus;LC;MRAP Bali (2011);8
badung;Pomacanthus sexstriatus;LC;MRAP Bali (2011);3
buleleng;Pomacanthus sexstriatus;LC;MRAP Bali (2011);8
denpasar;Pomacanthus xanthometopon;LC;MRAP Bali (2011);9
badung;Pomacanthus xanthometopon;LC;MRAP Bali (2011);3
badung;Pygoplites diacanthus;LC;MRAP Bali (2011);3
buleleng;Pygoplites diacanthus;LC;MRAP Bali (2011);8
buleleng;Abudefduf lorentzi;LC;MRAP Bali (2011);8
badung;Abudefduf septemfasciatus;LC;MRAP Bali (2011);3
buleleng;Abudefduf septemfasciatus;LC;MRAP Bali (2011);8
denpasar;Abudefduf sexfasciatus;LC;MRAP Bali (2011);9
badung;Abudefduf sexfasciatus;LC;MRAP Bali (2011);3
karangasem;Abudefduf sexfasciatus;LC;MRAP Bali (2011);7
buleleng;Abudefduf sexfasciatus;LC;MRAP Bali (2011);8
badung;Abudefduf sordidus;LC;MRAP Bali (2011);3
denpasar;Abudefduf vaigiensis;LC;MRAP Bali (2011);9
badung;Abudefduf vaigiensis;LC;MRAP Bali (2011);3
karangasem;Abudefduf vaigiensis;LC;MRAP Bali (2011);7
buleleng;Abudefduf vaigiensis;LC;MRAP Bali (2011);8
jembrana;Abudefduf vaigiensis;LC;MRAP Bali (2011);1
badung;Amblyglyphidodon aureus;LC;MRAP Bali (2011);3
buleleng;Amblyglyphidodon aureus;LC;MRAP Bali (2011);8
denpasar;Amblyglyphidodon curacao;LC;MRAP Bali (2011);9
badung;Amblyglyphidodon curacao;LC;MRAP Bali (2011);3
buleleng;Amblyglyphidodon curacao;LC;MRAP Bali (2011);8
jembrana;Amblyglyphidodon curacao;LC;MRAP Bali (2011);1
badung;Amblyglyphidodon leucogaster;LC;MRAP Bali (2011);3
buleleng;Amblyglyphidodon leucogaster;LC;MRAP Bali (2011);8
jembrana;Amblyglyphidodon leucogaster;LC;MRAP Bali (2011);1
badung;Amblyglyphidodon ternatensis;LC;MRAP Bali (2011);3
buleleng;Amblyglyphidodon ternatensis;LC;MRAP Bali (2011);8
jembrana;Amblyglyphidodon ternatensis;LC;MRAP Bali (2011);1
badung;Amblypomacentrus breviceps;LC;MRAP Bali (2011);3
buleleng;Amblypomacentrus breviceps;LC;MRAP Bali (2011);8
jembrana;Amblypomacentrus breviceps;LC;MRAP Bali (2011);1
buleleng;Amblypomacentrus clarus;LC;MRAP Bali (2011);8
denpasar;Amphiprion akallopisos;LC;MRAP Bali (2011);9
badung;Amphiprion akallopisos;LC;MRAP Bali (2011);3
denpasar;Amphiprion clarkii;LC;MRAP Bali (2011);9
badung;Amphiprion clarkii;LC;MRAP Bali (2011);3
karangasem;Amphiprion clarkii;LC;MRAP Bali (2011);7
buleleng;Amphiprion clarkii;LC;MRAP Bali (2011);8
jembrana;Amphiprion clarkii;LC;MRAP Bali (2011);1
buleleng;Amphiprion frenatus;LC;MRAP Bali (2011);8
denpasar;Amphiprion ocellaris;LC;MRAP Bali (2011);9
badung;Amphiprion ocellaris;LC;MRAP Bali (2011);3
jembrana;Amphiprion ocellaris;LC;MRAP Bali (2011);1
denpasar;Amphiprion perideraion;LC;MRAP Bali (2011);9
badung;Amphiprion perideraion;LC;MRAP Bali (2011);3
buleleng;Amphiprion perideraion;LC;MRAP Bali (2011);8
jembrana;Amphiprion perideraion;LC;MRAP Bali (2011);1
badung;Amphiprion polymnus;LC;MRAP Bali (2011);3
buleleng;Amphiprion polymnus;LC;MRAP Bali (2011);8
jembrana;Amphiprion polymnus;LC;MRAP Bali (2011);1
jembrana;Amphiprion sebae;LC;MRAP Bali (2011);1
badung;Chromis albicauda;LC;MRAP Bali (2011);3
buleleng;Chromis alpha;LC;MRAP Bali (2011);8
badung;Chromis amboinensis;LC;MRAP Bali (2011);3
buleleng;Chromis amboinensis;LC;MRAP Bali (2011);8
badung;Chromis analis;LC;MRAP Bali (2011);3
buleleng;Chromis analis;LC;MRAP Bali (2011);8
jembrana;Chromis atripectoralis;LC;MRAP Bali (2011);1
badung;Chromis atripes;LC;MRAP Bali (2011);3
buleleng;Chromis atripes;LC;MRAP Bali (2011);8
badung;Chromis caudalis;LC;MRAP Bali (2011);3
buleleng;Chromis caudalis;LC;MRAP Bali (2011);8
badung;Chromis delta;LC;MRAP Bali (2011);3
buleleng;Chromis delta;LC;MRAP Bali (2011);8
buleleng;Chromis earina;LC;MRAP Bali (2011);8
badung;Chromis elerae;LC;MRAP Bali (2011);3
buleleng;Chromis elerae;LC;MRAP Bali (2011);8
denpasar;Chromis lepidolepis;LC;MRAP Bali (2011);9
badung;Chromis lepidolepis;LC;MRAP Bali (2011);3
buleleng;Chromis lepidolepis;LC;MRAP Bali (2011);8
jembrana;Chromis lepidolepis;LC;MRAP Bali (2011);1
denpasar;Chromis margaritifer;LC;MRAP Bali (2011);9
badung;Chromis margaritifer;LC;MRAP Bali (2011);3
karangasem;Chromis margaritifer;LC;MRAP Bali (2011);7
buleleng;Chromis margaritifer;LC;MRAP Bali (2011);8
jembrana;Chromis margaritifer;LC;MRAP Bali (2011);1
badung;Chromis opercularis;LC;MRAP Bali (2011);3
badung;Chromis retrofasciata;LC;MRAP Bali (2011);3
buleleng;Chromis retrofasciata;LC;MRAP Bali (2011);8
jembrana;Chromis retrofasciata;LC;MRAP Bali (2011);1
badung;Chromis scotochilopterus;LC;MRAP Bali (2011);3
buleleng;Chromis scotochilopterus;LC;MRAP Bali (2011);8
jembrana;Chromis scotochilopterus;LC;MRAP Bali (2011);1
badung;Chromis ternatensis;LC;MRAP Bali (2011);3
buleleng;Chromis ternatensis;LC;MRAP Bali (2011);8
jembrana;Chromis ternatensis;LC;MRAP Bali (2011);1
badung;Chromis viridis;LC;MRAP Bali (2011);3
buleleng;Chromis viridis;LC;MRAP Bali (2011);8
jembrana;Chromis viridis;LC;MRAP Bali (2011);1
denpasar;Chromis weberi;LC;MRAP Bali (2011);9
badung;Chromis weberi;LC;MRAP Bali (2011);3
karangasem;Chromis weberi;LC;MRAP Bali (2011);7
buleleng;Chromis weberi;LC;MRAP Bali (2011);8
jembrana;Chromis weberi;LC;MRAP Bali (2011);1
buleleng;Chromis xanthochira;LC;MRAP Bali (2011);8
denpasar;Chromis xanthura;LC;MRAP Bali (2011);9
badung;Chromis xanthura;LC;MRAP Bali (2011);3
buleleng;Chromis xanthura;LC;MRAP Bali (2011);8
denpasar;Chrysiptera brownriggii;LC;MRAP Bali (2011);9
badung;Chrysiptera brownriggii;LC;MRAP Bali (2011);3
buleleng;Chrysiptera brownriggii;LC;MRAP Bali (2011);8
badung;Chrysiptera rollandi;LC;MRAP Bali (2011);3
buleleng;Chrysiptera rollandi;LC;MRAP Bali (2011);8
jembrana;Chrysiptera rollandi;LC;MRAP Bali (2011);1
jembrana;Chrysiptera springeri;LC;MRAP Bali (2011);1
badung;Chrysiptera talboti;LC;MRAP Bali (2011);3
buleleng;Chrysiptera talboti;LC;MRAP Bali (2011);8
badung;Chrysiptera unimaculata;LC;MRAP Bali (2011);3
buleleng;Chrysiptera unimaculata;LC;MRAP Bali (2011);8
denpasar;Dascyllus aruanus;LC;MRAP Bali (2011);9
buleleng;Dascyllus aruanus;LC;MRAP Bali (2011);8
jembrana;Dascyllus aruanus;LC;MRAP Bali (2011);1
buleleng;Dascyllus melanurus;LC;MRAP Bali (2011);8
jembrana;Dascyllus melanurus;LC;MRAP Bali (2011);1
denpasar;Dascyllus reticulatus;LC;MRAP Bali (2011);9
badung;Dascyllus reticulatus;LC;MRAP Bali (2011);3
buleleng;Dascyllus reticulatus;LC;MRAP Bali (2011);8
jembrana;Dascyllus reticulatus;LC;MRAP Bali (2011);1
denpasar;Dascyllus trimaculatus;LC;MRAP Bali (2011);9
badung;Dascyllus trimaculatus;LC;MRAP Bali (2011);3
karangasem;Dascyllus trimaculatus;LC;MRAP Bali (2011);7
buleleng;Dascyllus trimaculatus;LC;MRAP Bali (2011);8
jembrana;Dascyllus trimaculatus;LC;MRAP Bali (2011);1
jembrana;Dischistodus chrysopoecilus;LC;MRAP Bali (2011);1
badung;Dischistodus melanotus;LC;MRAP Bali (2011);3
buleleng;Dischistodus melanotus;LC;MRAP Bali (2011);8
jembrana;Dischistodus melanotus;LC;MRAP Bali (2011);1
buleleng;Dischistodus perspicillatus;LC;MRAP Bali (2011);8
jembrana;Dischistodus perspicillatus;LC;MRAP Bali (2011);1
denpasar;Dischistodus prosopotaenia;LC;MRAP Bali (2011);9
buleleng;Dischistodus prosopotaenia;LC;MRAP Bali (2011);8
jembrana;Dischistodus prosopotaenia;LC;MRAP Bali (2011);1
jembrana;Hemiglyphidodon plagiometopon;LC;MRAP Bali (2011);1
denpasar;Neoglyphidodon crossi;LC;MRAP Bali (2011);9
badung;Neoglyphidodon crossi;LC;MRAP Bali (2011);3
karangasem;Neoglyphidodon crossi;LC;MRAP Bali (2011);7
buleleng;Neoglyphidodon crossi;LC;MRAP Bali (2011);8
denpasar;Neoglyphidodon melas;LC;MRAP Bali (2011);9
badung;Neoglyphidodon melas;LC;MRAP Bali (2011);3
karangasem;Neoglyphidodon melas;LC;MRAP Bali (2011);7
buleleng;Neoglyphidodon melas;LC;MRAP Bali (2011);8
buleleng;Neoglyphidodon nigroris;LC;MRAP Bali (2011);8
badung;Neopomacentrus azysron;LC;MRAP Bali (2011);3
jembrana;Neopomacentrus azysron;LC;MRAP Bali (2011);1
buleleng;Neopomacentrus cyanomos;LC;MRAP Bali (2011);8
jembrana;Neopomacentrus cyanomos;LC;MRAP Bali (2011);1
buleleng;Neopomacentrus violascens;LC;MRAP Bali (2011);8
denpasar;Plectroglyphidodon dickii;LC;MRAP Bali (2011);9
badung;Plectroglyphidodon dickii;LC;MRAP Bali (2011);3
buleleng;Plectroglyphidodon dickii;LC;MRAP Bali (2011);8
badung;Plectroglyphidodon johnstonianus;LC;MRAP Bali (2011);3
denpasar;Plectroglyphidodon lacrymatus;LC;MRAP Bali (2011);9
badung;Plectroglyphidodon lacrymatus;LC;MRAP Bali (2011);3
buleleng;Plectroglyphidodon lacrymatus;LC;MRAP Bali (2011);8
jembrana;Plectroglyphidodon lacrymatus;LC;MRAP Bali (2011);1
badung;Plectroglyphidodon leucozona;LC;MRAP Bali (2011);3
denpasar;Pomacentrus adelus;LC;MRAP Bali (2011);9
badung;Pomacentrus adelus;LC;MRAP Bali (2011);3
buleleng;Pomacentrus adelus;LC;MRAP Bali (2011);8
jembrana;Pomacentrus adelus;LC;MRAP Bali (2011);1
denpasar;Pomacentrus alexanderae;LC;MRAP Bali (2011);9
badung;Pomacentrus alexanderae;LC;MRAP Bali (2011);3
buleleng;Pomacentrus alexanderae;LC;MRAP Bali (2011);8
jembrana;Pomacentrus alexanderae;LC;MRAP Bali (2011);1
denpasar;Pomacentrus amboinensis;LC;MRAP Bali (2011);9
badung;Pomacentrus amboinensis;LC;MRAP Bali (2011);3
buleleng;Pomacentrus amboinensis;LC;MRAP Bali (2011);8
jembrana;Pomacentrus amboinensis;LC;MRAP Bali (2011);1
denpasar;Pomacentrus auriventris;LC;MRAP Bali (2011);9
badung;Pomacentrus auriventris;LC;MRAP Bali (2011);3
buleleng;Pomacentrus auriventris;LC;MRAP Bali (2011);8
jembrana;Pomacentrus auriventris;LC;MRAP Bali (2011);1
denpasar;Pomacentrus bankanensis;LC;MRAP Bali (2011);9
badung;Pomacentrus bankanensis;LC;MRAP Bali (2011);3
karangasem;Pomacentrus bankanensis;LC;MRAP Bali (2011);7
buleleng;Pomacentrus bankanensis;LC;MRAP Bali (2011);8
jembrana;Pomacentrus bankanensis;LC;MRAP Bali (2011);1
denpasar;Pomacentrus brachialis;LC;MRAP Bali (2011);9
badung;Pomacentrus brachialis;LC;MRAP Bali (2011);3
buleleng;Pomacentrus brachialis;LC;MRAP Bali (2011);8
jembrana;Pomacentrus brachialis;LC;MRAP Bali (2011);1
denpasar;Pomacentrus chrysurus;LC;MRAP Bali (2011);9
badung;Pomacentrus chrysurus;LC;MRAP Bali (2011);3
karangasem;Pomacentrus chrysurus;LC;MRAP Bali (2011);7
buleleng;Pomacentrus chrysurus;LC;MRAP Bali (2011);8
denpasar;Pomacentrus coelestis;LC;MRAP Bali (2011);9
badung;Pomacentrus coelestis;LC;MRAP Bali (2011);3
karangasem;Pomacentrus coelestis;LC;MRAP Bali (2011);7
buleleng;Pomacentrus coelestis;LC;MRAP Bali (2011);8
jembrana;Pomacentrus coelestis;LC;MRAP Bali (2011);1
jembrana;Pomacentrus grammorhynchus;LC;MRAP Bali (2011);1
denpasar;Pomacentrus lepidogenys;LC;MRAP Bali (2011);9
badung;Pomacentrus lepidogenys;LC;MRAP Bali (2011);3
karangasem;Pomacentrus lepidogenys;LC;MRAP Bali (2011);7
buleleng;Pomacentrus lepidogenys;LC;MRAP Bali (2011);8
jembrana;Pomacentrus lepidogenys;LC;MRAP Bali (2011);1
buleleng;Pomacentrus melanochir;LC;MRAP Bali (2011);8
denpasar;Pomacentrus moluccensis;LC;MRAP Bali (2011);9
badung;Pomacentrus moluccensis;LC;MRAP Bali (2011);3
buleleng;Pomacentrus moluccensis;LC;MRAP Bali (2011);8
jembrana;Pomacentrus moluccensis;LC;MRAP Bali (2011);1
denpasar;Pomacentrus nagasakiensis;LC;MRAP Bali (2011);9
badung;Pomacentrus nagasakiensis;LC;MRAP Bali (2011);3
buleleng;Pomacentrus nagasakiensis;LC;MRAP Bali (2011);8
jembrana;Pomacentrus nagasakiensis;LC;MRAP Bali (2011);1
badung;Pomacentrus nigromarginatus;LC;MRAP Bali (2011);3
buleleng;Pomacentrus nigromarginatus;LC;MRAP Bali (2011);8
buleleng;Pomacentrus pavo;LC;MRAP Bali (2011);8
denpasar;Pomacentrus philippinus;LC;MRAP Bali (2011);9
badung;Pomacentrus philippinus;LC;MRAP Bali (2011);3
karangasem;Pomacentrus philippinus;LC;MRAP Bali (2011);7
buleleng;Pomacentrus philippinus;LC;MRAP Bali (2011);8
jembrana;Pomacentrus philippinus;LC;MRAP Bali (2011);1
badung;Pomacentrus reidi;LC;MRAP Bali (2011);3
buleleng;Pomacentrus reidi;LC;MRAP Bali (2011);8
jembrana;Pomacentrus reidi;LC;MRAP Bali (2011);1
buleleng;Pomacentrus simsiang;LC;MRAP Bali (2011);8
jembrana;Pomacentrus simsiang;LC;MRAP Bali (2011);1
buleleng;Pomacentrus tripunctatus;LC;MRAP Bali (2011);8
denpasar;Pomacentrus vaiuli;LC;MRAP Bali (2011);9
badung;Pomacentrus vaiuli;LC;MRAP Bali (2011);3
karangasem;Pomacentrus vaiuli;LC;MRAP Bali (2011);7
buleleng;Pomacentrus vaiuli;LC;MRAP Bali (2011);8
buleleng;Pristotis obtrusirostris;LC;MRAP Bali (2011);8
badung;Stegastes fasciolatus;LC;MRAP Bali (2011);3
buleleng;Stegastes punctatus;LC;MRAP Bali (2011);8
jembrana;Stegastes punctatus;LC;MRAP Bali (2011);1
badung;Anampses melanurus;LC;MRAP Bali (2011);3
buleleng;Anampses melanurus;LC;MRAP Bali (2011);8
denpasar;Anampses meleagrides;LC;MRAP Bali (2011);9
badung;Anampses meleagrides;LC;MRAP Bali (2011);3
karangasem;Anampses meleagrides;LC;MRAP Bali (2011);7
buleleng;Anampses meleagrides;LC;MRAP Bali (2011);8
badung;Anampses twistii;LC;MRAP Bali (2011);3
buleleng;Anampses twistii;LC;MRAP Bali (2011);8
denpasar;Bodianus axillaris;LC;MRAP Bali (2011);9
badung;Bodianus axillaris;LC;MRAP Bali (2011);3
buleleng;Bodianus axillaris;LC;MRAP Bali (2011);8
jembrana;Bodianus axillaris;LC;MRAP Bali (2011);1
badung;Bodianus bilunulatus;LC;MRAP Bali (2011);3
badung;Bodianus bimaculatus;LC;MRAP Bali (2011);3
badung;Bodianus diana;LC;MRAP Bali (2011);3
buleleng;Bodianus diana;LC;MRAP Bali (2011);8
badung;Bodians izuensis;LC;MRAP Bali (2011);3
buleleng;Bodians izuensis;LC;MRAP Bali (2011);8
denpasar;Bodianus mesothorax;LC;MRAP Bali (2011);9
badung;Bodianus mesothorax;LC;MRAP Bali (2011);3
buleleng;Bodianus mesothorax;LC;MRAP Bali (2011);8
jembrana;Bodianus mesothorax;LC;MRAP Bali (2011);1
denpasar;Cheilinus chlorourus;LC;MRAP Bali (2011);9
badung;Cheilinus chlorourus;LC;MRAP Bali (2011);3
karangasem;Cheilinus chlorourus;LC;MRAP Bali (2011);7
denpasar;Cheilinus fasciatus;LC;MRAP Bali (2011);9
badung;Cheilinus fasciatus;LC;MRAP Bali (2011);3
buleleng;Cheilinus fasciatus;LC;MRAP Bali (2011);8
jembrana;Cheilinus fasciatus;LC;MRAP Bali (2011);1
badung;Cheilinus oxycephalus;LC;MRAP Bali (2011);3
buleleng;Cheilinus oxycephalus;LC;MRAP Bali (2011);8
denpasar;Cheilinus trilobatus;LC;MRAP Bali (2011);9
badung;Cheilinus trilobatus;LC;MRAP Bali (2011);3
buleleng;Cheilinus trilobatus;LC;MRAP Bali (2011);8
jembrana;Cheilinus trilobatus;LC;MRAP Bali (2011);1
badung;Cheilinus undulatus;LC;MRAP Bali (2011);3
denpasar;Cheilio inermis;LC;MRAP Bali (2011);9
badung;Cheilio inermis;LC;MRAP Bali (2011);3
buleleng;Cheilio inermis;LC;MRAP Bali (2011);8
denpasar;Choerodon anchorago;LC;MRAP Bali (2011);9
badung;Choerodon anchorago;LC;MRAP Bali (2011);3
buleleng;Choerodon anchorago;LC;MRAP Bali (2011);8
jembrana;Choerodon anchorago;LC;MRAP Bali (2011);1
buleleng;Choerodon zamboangae;LC;MRAP Bali (2011);8
badung;Cirrhilabrus brunneus;LC;MRAP Bali (2011);3
denpasar;Cirrhilabrus cf cyanopleura;LC;MRAP Bali (2011);9
badung;Cirrhilabrus cf cyanopleura;LC;MRAP Bali (2011);3
buleleng;Cirrhilabrus cf cyanopleura;LC;MRAP Bali (2011);8
jembrana;Cirrhilabrus cf cyanopleura;LC;MRAP Bali (2011);1
badung;Cirrhilabrus exquisitus;LC;MRAP Bali (2011);3
buleleng;Cirrhilabrus exquisitus;LC;MRAP Bali (2011);8
badung;Cirrhilabrus filamentosus;LC;MRAP Bali (2011);3
buleleng;Cirrhilabrus flavidorsalis;LC;MRAP Bali (2011);8
badung;Cirrhilabrus lubbocki;LC;MRAP Bali (2011);3
buleleng;Cirrhilabrus lubbocki;LC;MRAP Bali (2011);8
jembrana;Cirrhilabrus lubbocki;LC;MRAP Bali (2011);1
buleleng;Cirrhilabrus pylei;LC;MRAP Bali (2011);8
badung;Cirrhilabrus rubrimarginatus;LC;MRAP Bali (2011);3
buleleng;Cirrhilabrus rubrimarginatus;LC;MRAP Bali (2011);8
badung;Coris batuensis;LC;MRAP Bali (2011);3
buleleng;Coris batuensis;LC;MRAP Bali (2011);8
badung;Coris dorsomacula;LC;MRAP Bali (2011);3
jembrana;Coris dorsomacula;LC;MRAP Bali (2011);1
badung;Coris gaimardi;LC;MRAP Bali (2011);3
buleleng;Coris gaimardi;LC;MRAP Bali (2011);8
jembrana;Coris gaimardi;LC;MRAP Bali (2011);1
buleleng;Coris pictoides;LC;MRAP Bali (2011);8
jembrana;Coris pictoides;LC;MRAP Bali (2011);1
